suburb,postcode,type,elevation,population,median_income,sqkm,lat,lng,Dist_CBD,Dist_Geelong,Dist_Ballarat
Coalville,3825,Rural locality,296,49,20228,8.517,-38.24091,146.26748,123.7264869082362,167.8677900234475,225.38698600264527
Trafalgar South,3824,Rural locality,340,276,36868,41.5,-38.24397,146.15797,115.06673492211203,158.33552344616626,216.4754993437249
Moe South,3825,Rural locality,279,541,39364,17.42,-38.21351,146.246,120.85787997224617,165.86773426199562,222.63803986791484
Westbury,3825,Rural locality,76,157,32292,18.518,-38.14423,146.21999,116.12930838854749,163.52300474199023,218.1613332672462
Moe,3825,Urban locality,72,8778,24128,18.152,-38.1751,146.24948,119.6691688193258,166.08871255619857,221.6257624343645
Tanjil South,3825,Rural locality,67,544,32916,83.165,-38.10195,146.26561,118.60601397745457,167.64454191877576,220.71924167959148
Yarragon South,3823,Rural locality,441,164,39832,40.359,-38.25665,146.07026,108.74950362195872,150.77998822825705,209.78742748986343
Rawson,3825,Urban locality,444,296,25272,6.907,-37.96171,146.4062,127.70957754816064,181.2421506238452,229.29457791475065
Thomson,3825,Rural locality,422,0,0,157.77,-37.76394,146.34761,121.79784204181348,180.3189194327733,221.2203494542183
Yarragon,3823,Urban locality,74,1650,30940,67.984,-38.18593,146.0748,105.83311221174137,150.8357443158999,207.48056696139332
Thorpdale,3835,Rural locality,331,471,26988,65.705,-38.30872,146.17465,119.49306612473325,160.3511072384843,220.37639387717743
Neerim East,3831,Rural locality,341,192,34944,96.413,-38.00035,146.04465,97.13234275807822,149.26589565924306,199.1781465464303
Allambee Reserve,3871,Rural locality,331,95,24388,33.062,-38.30285,146.04636,109.32189333369938,149.1490760270608,209.75051425687937
Allambee,3823,Rural locality,308,19,21840,13.533,-38.29093,146.01846,106.55012013750708,146.5924787086988,206.9941189933826
Trida,3953,Rural locality,415,62,35724,24.079,-38.32152,145.97808,105.26618548885932,143.4684576253858,205.0844946085376
Darnum,3822,Rural locality,125,751,30732,38.347,-38.18138,146.02276,101.4493608829563,146.2797753654246,203.0159421328069
Shady Creek,3821,Rural locality,163,180,39052,58.876,-38.10018,146.08209,103.14569328628178,151.61036116376332,205.20528490366428
Fumina South,3825,Rural locality,401,67,23400,45.41,-37.95478,146.13046,103.64539561528863,157.39883953153267,205.4171183214026
Tanjil Bren,3833,Rural locality,466,14,18200,79.369,-37.85194,146.15458,104.73122333647036,161.55344364320433,205.5189166973688
Thorpdale South,3824,Rural locality,192,30,18824,8.507,-38.33398,146.13283,117.59475198591709,157.03533609092744,218.0446675892829
Baw Baw,3833,Rural locality,1462,0,0,229.208,-37.83765,146.30085,117.53245380281663,174.4421363036817,218.0250260312672
Drouin,3818,Urban locality,104,12349,29016,52.37,-38.14292,145.84038,85.15491119651358,130.33100714859629,186.55638181645716
Buln Buln,3821,Urban locality,170,548,32344,18.327,-38.0927,145.9557,92.39026124655236,140.60546333142676,194.3718872779
Warragul,3820,Urban locality,119,15757,30888,55.316,-38.14933,145.93103,92.6740560302804,138.24942093607987,194.27152022098875
Noojee,3833,Rural locality,442,157,23504,134.55,-37.836,145.97847,89.2233377442065,146.91168824775633,189.96261979941664
Longwarry,3816,Urban locality,41,2004,29328,49.068,-38.12414,145.77174,78.83633762668175,124.37566032702183,180.20038142254649
Drouin East,3818,Rural locality,180,182,36400,6.304,-38.1203,145.89164,88.24358254041923,134.87237283454502,189.97110954901223
Tetoora Road,3821,Rural locality,214,66,25428,8.507,-38.28015,145.88296,95.7919693508146,134.70540635509616,195.6366362021137
Torwood,3821,Rural locality,168,50,24648,6.874,-38.25808,145.87539,93.9323894090923,133.82537030780873,194.0619961672422
Neerim South,3831,Urban locality,221,1305,29744,63.78,-38.01006,145.98572,92.3310862766697,144.01100496618133,194.4245690482596
Vesper,3833,Rural locality,530,42,19136,18.052,-37.87472,146.07186,97.60049346285876,153.92053361590618,198.73592942272367
Icy Creek,3833,Rural locality,486,11,27924,10.915,-37.88672,146.0988,100.05136657651286,155.96592895337406,201.28904967964695
Fumina,3825,Rural locality,431,11,33748,14.498,-37.91064,146.08799,99.34182577924774,154.53135182696116,200.82073099825664
Neerim North,3832,Rural locality,240,42,32968,26.781,-37.92286,146.02548,94.04595844570592,148.89283200545793,195.6905913706477
Piedmont,3833,Rural locality,271,46,24856,5.456,-37.89509,145.94533,86.71459827197555,142.58793601163092,188.1995833997336
Nayook,3832,Rural locality,424,75,24960,10.632,-37.9133,145.93403,85.95406047150792,141.2097958435224,187.61584500578036
Neerim Junction,3832,Rural locality,479,127,27144,15.002,-37.92,145.96068,88.36696703515754,143.36249936227398,190.05501067424376
Jindivick,3818,Rural locality,209,491,29692,73.54,-38.02585,145.88762,84.45739896141363,135.27350750443205,186.567252347398
Labertouche,3816,Rural locality,83,356,35308,64.005,-38.02608,145.7919,76.43797243022135,126.9402307576121,178.50879835061454
Drouin West,3818,Rural locality,87,330,25896,23.6,-38.07947,145.86808,84.67469563678196,133.0398931660691,186.61164263122365
Buln Buln East,3821,Rural locality,167,164,32864,23.161,-38.07208,146.00995,96.18778137761278,145.48522132030703,198.2716076710364
Nilma North,3821,Rural locality,140,319,29536,31.456,-38.1257,146.0034,97.56338827928404,144.62611560540995,199.450834889811
Lillico,3820,Rural locality,134,86,36036,5.104,-38.12356,145.96534,94.36634791304483,141.30501541284983,196.20846172520163
Brandy Creek,3821,Rural locality,148,100,38012,5.321,-38.10382,145.91085,89.12923691679892,136.6239418107239,190.99775392342235
Ripplebrook,3818,Rural locality,78,221,33488,29.631,-38.20181,145.76224,82.23649537548727,123.58016828570275,182.53093685261072
Drouin South,3818,Rural locality,105,335,36764,42.218,-38.18908,145.82355,86.16768152720958,128.8894229903237,186.97653857467395
Warragul West,3821,Rural locality,123,19,25324,4.075,-38.17079,145.88284,89.84092746725953,134.03585326676662,191.10275273328784
Warragul South,3821,Rural locality,116,253,37700,27.75,-38.21375,145.91243,94.30758373534673,136.74648745447504,195.2091304100567
Bona Vista,3820,Rural locality,134,109,39884,13.87,-38.20672,145.96487,98.03618935147236,141.29363137297494,199.21318806356436
Athlone,3818,Rural locality,80,122,25636,30.36,-38.24345,145.78571,86.44561297835924,125.89100643683896,186.2229435285672
Nyora,3987,Rural locality,124,1527,30472,79.552,-38.30703,145.68001,83.34299094131644,117.47888908564528,180.86394113172972
Poowong North,3988,Rural locality,152,186,33176,31.102,-38.28481,145.78014,88.65804240769954,125.83519626552749,187.65941728024208
Modella,3816,Rural locality,28,148,33020,28.724,-38.17601,145.71638,77.32165364081382,119.4933570429,177.73553085145826
Heath Hill,3981,Rural locality,91,161,35048,27.677,-38.23925,145.70752,80.55196946484753,119.04661543950742,179.78826790529249
Hallora,3818,Rural locality,118,126,24232,21.603,-38.25315,145.83842,90.9005124802781,130.56356204851593,190.87692993283912
Poowong East,3988,Rural locality,146,82,23660,24.67,-38.32857,145.83646,95.498232630771,131.32984188635635,194.1752633202908
Mountain View,3988,Rural locality,195,90,35724,21.33,-38.30218,145.86769,96.02348652579664,133.64721757337057,195.41141443459023
Seaview,3821,Rural locality,392,125,29900,31.269,-38.28453,145.95728,101.57371258453388,141.20884922965672,201.7918428267121
Strzelecki,3950,Rural locality,315,89,28756,30.846,-38.33992,145.89832,100.60942159155348,136.85120547439178,199.5931061240273
Ferndale,3821,Rural locality,341,37,29224,15.508,-38.30869,145.94034,101.72042092395088,140.02754063916743,201.49613369261303
Ellinbank,3821,Rural locality,142,236,35620,22.519,-38.25283,145.92963,97.71492210512449,138.5016621052301,198.21172018214943
Rokeby,3821,Rural locality,150,180,32968,5.688,-38.06692,145.93344,89.62767723243248,138.84594891204998,191.68008331425975
Bravington,3821,Rural locality,139,17,66300,1.121,-38.0825,145.92303,89.31694902509732,137.81737967140722,191.30583555000763
Brighton,3186,Major Urban locality,18,23253,54496,8.37,-37.90784,144.99604,10.830169824634194,62.66541289297223,108.12020238030593
Brighton East,3187,Major Urban locality,27,15998,43524,5.667,-37.91641,145.01953,12.421755038345417,64.13434881172766,110.38442578084266
Black Rock,3193,Major Urban locality,31,6159,48516,3.185,-37.97356,145.02278,18.501482872987715,62.082518826939264,113.0412646024638
Hampton,3188,Major Urban locality,22,13391,44980,4.291,-37.93771,145.00868,14.328312244562255,62.323985108837846,110.35790374622238
Sandringham,3191,Major Urban locality,33,10241,48204,3.698,-37.95376,145.01333,16.15612763284569,62.045227179195344,111.41358350118266
Highett,3190,Major Urban locality,38,10454,41288,3.658,-37.95066,145.04007,16.633272601824014,64.36138360144585,113.4496221162428
Cheltenham,3192,Major Urban locality,43,22291,37232,10.576,-37.96196,145.06012,18.528933174675405,65.59659942159004,115.55208803017956
Hampton East,3188,Major Urban locality,34,4689,36712,1.423,-37.93854,145.03114,15.084480357054009,64.11437284378876,112.2211306754601
Beaumaris,3193,Major Urban locality,20,13349,45032,5.158,-37.98356,145.03905,20.000220331182287,63.09655417606323,114.79397558121468
Benalla,3672,Urban locality,177,10330,27924,315.304,-36.57111,146.00681,166.27638802120546,228.6059980297909,220.9386762773979
Samaria,3673,Rural locality,338,57,24804,39.101,-36.80687,146.07863,149.25003297394474,213.4702478015109,214.69103705576865
Thoona,3726,Rural locality,150,127,24648,80.566,-36.34903,146.07214,190.30154940148748,251.65965651982475,239.21969496303817
Devenish,3726,Rural locality,146,197,23296,97.272,-36.34172,145.91063,184.03038098283076,243.9425674431242,227.9959969400076
Lima South,3673,Rural locality,242,99,33384,47.22,-36.83372,146.02067,143.6228794913365,207.7139444517044,208.76864281824783
Tatong,3673,Rural locality,479,287,29432,193.897,-36.75673,146.15635,158.00708074322168,222.30988575966347,223.28117197989425
Baddaginnie,3670,Rural locality,191,338,26104,93.989,-36.60319,145.86982,156.76575049697098,218.20830845657383,208.61201980320791
Goorambat,3725,Rural locality,190,297,30108,107.959,-36.41423,145.94713,178.437438584406,239.19561530941044,225.89386237106132
Warrenbayne,3670,Rural locality,317,145,28340,129.321,-36.70715,145.89003,147.91165608829664,210.3079582387316,204.43205404771297
Lima East,3673,Rural locality,404,151,28444,54.54,-36.81416,145.96348,142.08512584869146,205.74254250629377,205.00154838534212
Winton North,3673,Rural locality,165,7,0,97.922,-36.45553,146.09708,181.44679826254435,243.6683242023288,234.52195929163707
Glenrowan,3675,Rural locality,231,963,32188,39.316,-36.45879,146.21494,187.14313658716247,250.1324249468265,243.30919140001143
Mount Bruno,3675,Rural locality,238,54,34528,22.853,-36.32113,146.15522,196.83344234442853,258.6295770881945,247.10205338991628
Taminick,3675,Rural locality,177,103,39884,89.734,-36.40149,146.16477,189.80176234051288,252.1480521517332,242.8587046259544
Bridge Creek,3723,Rural locality,682,97,34684,129.253,-36.90398,146.104,142.8579165449452,207.64850846059008,212.6984941657633
Stewarton,3725,Rural locality,148,116,38792,83.927,-36.41617,145.80258,172.33773406658852,231.69180851434945,215.28912395568355
Boxwood,3725,Rural locality,144,20,19448,26.086,-36.32587,145.80288,181.47433921624344,240.16624078575308,221.4742946834515
Major Plains,3725,Rural locality,168,37,22100,42.254,-36.36644,145.77812,176.45132023981947,235.1655091424075,216.92621567234585
Goomalibee,3673,Rural locality,160,83,26988,60.944,-36.48543,145.88567,168.85072558941016,229.5586595989512,216.8772535236853
Tarnook,3670,Rural locality,186,89,30420,29.855,-36.53638,145.86143,162.84301951720445,223.7021763719775,211.9379469940281
Broken Creek,3673,Rural locality,153,39,32448,21.584,-36.43478,145.89035,174.00801348104574,234.3898747144051,220.42366175082685
Winton,3673,Rural locality,180,108,29900,35.649,-36.52192,146.09826,175.3837690595218,238.03023387550695,230.75482982091123
Glenrowan West,3675,Rural locality,210,62,23816,43.669,-36.51585,146.1704,179.6704082395107,242.72838178838407,236.6564514531042
Bungeet West,3726,Rural locality,179,45,29900,48.414,-36.34758,146.00441,187.4069806678993,248.20640246126197,234.3663246604318
Boweya,3675,Rural locality,172,41,47788,42.745,-36.27214,146.12169,199.9197876783567,261.17144858571663,247.79761770906435
Bungeet,3726,Rural locality,166,31,39624,19.212,-36.28166,146.05788,196.14371735844765,256.9552693712577,242.56017550182744
Lurg,3673,Rural locality,225,225,27404,66.196,-36.57997,146.11766,171.13491964640153,234.25927320103904,229.0374953155128
Upper Lurg,3673,Rural locality,263,121,26572,30.807,-36.58599,146.19066,174.5484500888372,238.1152328926655,234.4348601289605
Molyullah,3673,Rural locality,282,131,28756,87.691,-36.68319,146.14626,163.64202437136973,227.51579803107185,225.96151317522407
Upper Ryans Creek,3673,Rural locality,274,39,22048,28.204,-36.67137,146.21066,168.3425799324117,232.45334201929333,231.69665282514748
Moorngag,3673,Rural locality,231,96,29900,41.816,-36.73574,146.05451,153.9544680786865,217.64912226472333,216.04785291769412
Swanpool,3673,Rural locality,205,207,24908,66.527,-36.72843,145.99994,151.62159311439075,214.94891741889825,212.0411776705384
Lima,3673,Rural locality,253,79,27300,25.094,-36.74957,145.94871,147.01623913618343,210.14954473095585,206.90693028484392
Boho South,3669,Rural locality,585,77,23400,75.304,-36.77251,145.82299,138.55881003549015,200.90050920862015,195.76186528508003
Chesney Vale,3725,Rural locality,186,157,25688,49.242,-36.41403,146.05882,183.50236813254355,245.17892322145215,234.16128605995567
Creek Junction,3669,Rural locality,602,16,14560,139.663,-36.84749,145.88405,134.83823694406314,198.213126323651,197.03224243081416
Balwyn North,3104,Major Urban locality,51,20406,36556,9.093,-37.79078,145.08524,11.045810252313697,75.82343839448554,111.89156824158913
Surrey Hills,3127,Major Urban locality,103,13605,46748,4.432,-37.82528,145.09957,12.061409869151662,74.95942508825799,114.02323730011544
Deepdene,3103,Major Urban locality,60,2035,40456,0.875,-37.81146,145.06616,9.066601761859564,73.19077309646292,110.79883310329149
Balwyn,3103,Major Urban locality,76,13312,36920,4.399,-37.80995,145.08311,10.560906443716055,74.55430189304577,112.20252004600262
Canterbury,3126,Major Urban locality,80,8056,47476,3.13,-37.8243,145.07312,9.740338276734152,72.99099746519946,111.74840576725732
Kew East,3102,Major Urban locality,23,6635,43472,4.065,-37.7905,145.05066,8.132900460907022,73.28143739613196,108.92393068436766
Camberwell,3124,Major Urban locality,61,22081,44304,7.589,-37.83564,145.07585,10.19970502745636,72.57892004411748,112.30873307336408
Mont Albert,3127,Major Urban locality,101,4840,43888,1.702,-37.81786,145.10764,12.712753322125904,75.98050974112778,114.5060762157658
Glen Iris,3146,Major Urban locality,42,25268,50180,8.231,-37.85619,145.06763,10.31687327631538,70.85867207400725,112.24583445513623
Ashburton,3147,Major Urban locality,46,7751,42536,2.923,-37.86702,145.07761,11.663904594863272,71.09041065863825,113.43364517475882
Hawthorn,3122,Major Urban locality,36,23511,49400,5.877,-37.82852,145.03044,6.139744628703731,69.5243312621337,108.25417691814924
Hawthorn East,3123,Major Urban locality,54,14321,51012,3.484,-37.83202,145.04981,7.883741358259182,70.78916582662833,109.99738659045066
Kew,3101,Major Urban locality,76,24605,47996,10.485,-37.80148,145.03089,6.124595488446614,71.1593051354029,107.52312515686276
Keilor Park,3042,Major Urban locality,73,2719,28860,3.35,-37.71881,144.85455,14.244665247564043,65.24437448922968,90.39490225306406
Keilor,3036,Major Urban locality,51,5853,35984,10.717,-37.70944,144.82628,16.721941026652708,64.37995788691909,87.7577055474951
St Albans,3021,Major Urban locality,64,37309,21684,12.868,-37.74814,144.80519,15.683682364775237,59.91438187894509,86.84335830111837
Kealba,3021,Major Urban locality,61,3194,30004,2.574,-37.73877,144.82727,14.56992078907521,61.98747528181133,88.49816755167896
Keilor Downs,3038,Major Urban locality,88,9995,26104,5.016,-37.72045,144.80416,17.411108726560645,62.19143912596426,86.08345913430834
Taylors Lakes,3038,Major Urban locality,102,15519,33332,7.476,-37.69664,144.78896,20.10986573157185,63.43315746599056,84.27288451381582
Keilor Lodge,3038,Major Urban locality,92,1752,34736,0.86,-37.69757,144.80048,19.28080601991053,63.97001062970436,85.28900475501358
